,Comp_Sent,Count,Nege_Sent,Nuet_Sent,Posi_Sent,Time,Tweeter
308,0.34,9,0.0,0.821,0.179,2018-03-22 21:01:07+00:00,@YahooFinance
309,0.6249,10,0.0,0.718,0.282,2018-03-22 20:45:02+00:00,@YahooFinance
310,0.0,11,0.0,1.0,0.0,2018-03-22 20:36:01+00:00,@YahooFinance
311,0.2023,12,0.0,0.795,0.205,2018-03-22 20:15:20+00:00,@YahooFinance
312,0.0,13,0.0,1.0,0.0,2018-03-22 20:14:32+00:00,@YahooFinance
313,-0.8555,14,0.426,0.574,0.0,2018-03-22 20:13:09+00:00,@YahooFinance
314,-0.5719,15,0.485,0.515,0.0,2018-03-22 20:11:21+00:00,@YahooFinance
315,0.4767,16,0.0,0.563,0.437,2018-03-22 20:09:35+00:00,@YahooFinance
316,0.0,17,0.0,1.0,0.0,2018-03-22 20:07:20+00:00,@YahooFinance
317,0.34,18,0.0,0.882,0.118,2018-03-22 20:06:01+00:00,@YahooFinance
318,0.0,19,0.0,1.0,0.0,2018-03-22 20:03:25+00:00,@YahooFinance
319,0.3612,20,0.0,0.878,0.122,2018-03-22 20:00:43+00:00,@YahooFinance
320,-0.5994,21,0.163,0.837,0.0,2018-03-22 19:58:23+00:00,@YahooFinance
321,0.0,22,0.0,1.0,0.0,2018-03-22 19:57:07+00:00,@YahooFinance
322,-0.5994,23,0.302,0.698,0.0,2018-03-22 19:55:35+00:00,@YahooFinance
323,0.0,24,0.0,1.0,0.0,2018-03-22 19:51:11+00:00,@YahooFinance
324,0.0,25,0.0,1.0,0.0,2018-03-22 19:47:44+00:00,@YahooFinance
325,0.0,26,0.0,1.0,0.0,2018-03-22 19:47:40+00:00,@YahooFinance
326,0.0,27,0.0,1.0,0.0,2018-03-22 19:47:02+00:00,@YahooFinance
327,-0.296,28,0.216,0.784,0.0,2018-03-22 19:39:01+00:00,@YahooFinance
328,-0.5574,29,0.231,0.769,0.0,2018-03-22 19:29:02+00:00,@YahooFinance
329,0.0,30,0.0,1.0,0.0,2018-03-22 19:18:56+00:00,@YahooFinance
330,0.3182,31,0.0,0.839,0.161,2018-03-22 19:15:01+00:00,@YahooFinance
331,0.0,32,0.0,1.0,0.0,2018-03-22 19:09:47+00:00,@YahooFinance
332,0.5106,33,0.14,0.446,0.414,2018-03-22 19:07:02+00:00,@YahooFinance
333,0.1779,34,0.146,0.657,0.197,2018-03-22 19:00:35+00:00,@YahooFinance
334,0.0258,35,0.0,0.939,0.061,2018-03-22 18:43:01+00:00,@YahooFinance
335,0.0,36,0.0,1.0,0.0,2018-03-22 18:30:10+00:00,@YahooFinance
336,0.0,37,0.0,1.0,0.0,2018-03-22 18:22:02+00:00,@YahooFinance
337,0.0,38,0.0,1.0,0.0,2018-03-22 18:19:14+00:00,@YahooFinance
338,0.0,39,0.0,1.0,0.0,2018-03-22 17:57:29+00:00,@YahooFinance
339,-0.296,40,0.182,0.714,0.104,2018-03-22 17:54:41+00:00,@YahooFinance
340,0.0,41,0.0,1.0,0.0,2018-03-22 17:52:05+00:00,@YahooFinance
341,-0.4019,42,0.31,0.69,0.0,2018-03-22 17:50:16+00:00,@YahooFinance
342,0.0516,43,0.089,0.813,0.098,2018-03-22 17:48:51+00:00,@YahooFinance
343,0.1027,44,0.0,0.811,0.189,2018-03-22 17:46:33+00:00,@YahooFinance
344,0.6868,45,0.0,0.779,0.221,2018-03-22 17:44:22+00:00,@YahooFinance
345,-0.2732,46,0.109,0.83,0.061,2018-03-22 17:42:00+00:00,@YahooFinance
346,-0.0387,47,0.096,0.815,0.089,2018-03-22 17:39:31+00:00,@YahooFinance
347,0.0,48,0.0,1.0,0.0,2018-03-22 17:38:31+00:00,@YahooFinance
348,0.0,49,0.0,1.0,0.0,2018-03-22 17:34:59+00:00,@YahooFinance
349,-0.34,50,0.194,0.806,0.0,2018-03-22 17:31:02+00:00,@YahooFinance
350,0.0,51,0.0,1.0,0.0,2018-03-22 17:27:38+00:00,@YahooFinance
351,0.3412,52,0.0,0.853,0.147,2018-03-22 17:14:02+00:00,@YahooFinance
352,0.0,53,0.0,1.0,0.0,2018-03-22 17:03:04+00:00,@YahooFinance
353,0.0,54,0.0,1.0,0.0,2018-03-22 17:00:32+00:00,@YahooFinance
354,0.4588,55,0.113,0.67,0.216,2018-03-22 16:48:02+00:00,@YahooFinance
355,0.2584,56,0.0,0.797,0.203,2018-03-22 16:34:23+00:00,@YahooFinance
356,0.0,57,0.0,1.0,0.0,2018-03-22 16:30:26+00:00,@YahooFinance
357,0.0,58,0.0,1.0,0.0,2018-03-22 16:28:01+00:00,@YahooFinance
358,0.0,59,0.0,1.0,0.0,2018-03-22 16:21:29+00:00,@YahooFinance
359,0.0,60,0.0,1.0,0.0,2018-03-22 16:20:04+00:00,@YahooFinance
360,0.0,61,0.0,1.0,0.0,2018-03-22 16:18:43+00:00,@YahooFinance
361,-0.4019,62,0.144,0.856,0.0,2018-03-22 16:17:11+00:00,@YahooFinance
362,0.0,63,0.0,1.0,0.0,2018-03-22 16:15:41+00:00,@YahooFinance
363,0.0,64,0.0,1.0,0.0,2018-03-22 16:14:23+00:00,@YahooFinance
364,0.4404,65,0.054,0.817,0.128,2018-03-22 16:12:22+00:00,@YahooFinance
365,0.4754,66,0.0,0.853,0.147,2018-03-22 16:08:38+00:00,@YahooFinance
366,0.0,67,0.0,1.0,0.0,2018-03-22 16:03:50+00:00,@YahooFinance
367,-0.5423,68,0.189,0.811,0.0,2018-03-22 15:58:17+00:00,@YahooFinance
368,0.0,69,0.0,1.0,0.0,2018-03-22 15:56:40+00:00,@YahooFinance
369,-0.1027,70,0.161,0.696,0.143,2018-03-22 15:55:01+00:00,@YahooFinance
370,0.0,71,0.0,1.0,0.0,2018-03-22 15:53:25+00:00,@YahooFinance
371,-0.4215,72,0.259,0.741,0.0,2018-03-22 15:53:10+00:00,@YahooFinance
372,-0.3182,73,0.187,0.813,0.0,2018-03-22 15:50:58+00:00,@YahooFinance
373,-0.7717,74,0.401,0.599,0.0,2018-03-22 15:46:15+00:00,@YahooFinance
374,0.0,75,0.0,1.0,0.0,2018-03-22 15:41:52+00:00,@YahooFinance
375,0.5659,76,0.0,0.832,0.168,2018-03-22 15:26:52+00:00,@YahooFinance
376,0.296,77,0.0,0.82,0.18,2018-03-22 14:55:23+00:00,@YahooFinance
377,-0.7351,78,0.292,0.708,0.0,2018-03-22 14:42:57+00:00,@YahooFinance
378,0.0,79,0.0,1.0,0.0,2018-03-22 14:30:05+00:00,@YahooFinance
379,0.0,80,0.0,1.0,0.0,2018-03-22 14:24:54+00:00,@YahooFinance
380,-0.6705,81,0.333,0.667,0.0,2018-03-22 13:56:04+00:00,@YahooFinance
381,0.0,82,0.0,1.0,0.0,2018-03-22 13:50:56+00:00,@YahooFinance
382,0.0,83,0.0,1.0,0.0,2018-03-22 13:49:22+00:00,@YahooFinance
383,0.0,84,0.0,1.0,0.0,2018-03-22 13:43:14+00:00,@YahooFinance
384,0.0,85,0.0,1.0,0.0,2018-03-22 13:41:37+00:00,@YahooFinance
385,0.0,86,0.0,1.0,0.0,2018-03-22 13:41:00+00:00,@YahooFinance
386,-0.3875,87,0.141,0.859,0.0,2018-03-22 13:38:37+00:00,@YahooFinance
387,0.0,88,0.0,1.0,0.0,2018-03-22 13:35:29+00:00,@YahooFinance
388,0.0,89,0.0,1.0,0.0,2018-03-22 13:34:45+00:00,@YahooFinance
389,0.0,90,0.0,1.0,0.0,2018-03-22 13:32:08+00:00,@YahooFinance
390,-0.2732,91,0.104,0.896,0.0,2018-03-22 13:31:40+00:00,@YahooFinance
391,0.4019,92,0.0,0.881,0.119,2018-03-22 13:29:51+00:00,@YahooFinance
392,0.0,93,0.0,1.0,0.0,2018-03-22 13:24:26+00:00,@YahooFinance
393,-0.6705,94,0.314,0.686,0.0,2018-03-22 13:17:06+00:00,@YahooFinance
394,0.34,95,0.0,0.882,0.118,2018-03-22 13:10:00+00:00,@YahooFinance
395,0.3182,96,0.0,0.839,0.161,2018-03-22 13:01:19+00:00,@YahooFinance
396,0.743,97,0.0,0.523,0.477,2018-03-22 12:48:09+00:00,@YahooFinance
397,-0.4404,98,0.195,0.805,0.0,2018-03-22 12:42:05+00:00,@YahooFinance
398,0.5106,99,0.15,0.408,0.442,2018-03-22 12:36:04+00:00,@YahooFinance
399,0.0,100,0.0,1.0,0.0,2018-03-22 12:25:01+00:00,@YahooFinance
400,0.2023,1,0.0,0.904,0.096,2018-03-22 23:00:10+00:00,@FinancialTimes
401,0.34,2,0.0,0.789,0.211,2018-03-22 22:56:13+00:00,@FinancialTimes
402,0.0516,3,0.138,0.663,0.199,2018-03-22 22:46:03+00:00,@FinancialTimes
403,0.0,4,0.0,1.0,0.0,2018-03-22 22:31:02+00:00,@FinancialTimes
404,0.0,5,0.0,1.0,0.0,2018-03-22 22:26:55+00:00,@FinancialTimes
405,0.0,6,0.0,1.0,0.0,2018-03-22 22:15:08+00:00,@FinancialTimes
406,0.0,7,0.0,1.0,0.0,2018-03-22 22:00:15+00:00,@FinancialTimes
407,-0.4767,8,0.162,0.838,0.0,2018-03-22 21:45:06+00:00,@FinancialTimes
408,0.0,9,0.0,1.0,0.0,2018-03-22 21:30:06+00:00,@FinancialTimes
409,0.0,10,0.0,1.0,0.0,2018-03-22 21:15:09+00:00,@FinancialTimes
410,0.0,11,0.0,1.0,0.0,2018-03-22 21:01:26+00:00,@FinancialTimes
411,-0.3089,12,0.184,0.816,0.0,2018-03-22 20:45:08+00:00,@FinancialTimes
412,-0.34,13,0.118,0.882,0.0,2018-03-22 20:30:04+00:00,@FinancialTimes
413,0.0,14,0.0,1.0,0.0,2018-03-22 20:17:55+00:00,@FinancialTimes
414,0.0,15,0.0,1.0,0.0,2018-03-22 20:15:05+00:00,@FinancialTimes
415,0.0,16,0.0,1.0,0.0,2018-03-22 20:12:04+00:00,@FinancialTimes
416,0.2023,17,0.0,0.909,0.091,2018-03-22 20:00:10+00:00,@FinancialTimes
417,-0.4939,18,0.267,0.647,0.086,2018-03-22 19:45:11+00:00,@FinancialTimes
418,0.0258,19,0.129,0.775,0.096,2018-03-22 19:34:04+00:00,@FinancialTimes
419,0.4215,20,0.0,0.826,0.174,2018-03-22 19:15:06+00:00,@FinancialTimes
420,0.7096,21,0.0,0.688,0.312,2018-03-22 19:00:15+00:00,@FinancialTimes
421,0.0,22,0.0,1.0,0.0,2018-03-22 18:58:00+00:00,@FinancialTimes
422,-0.3612,23,0.185,0.815,0.0,2018-03-22 18:45:10+00:00,@FinancialTimes
423,-0.296,24,0.128,0.872,0.0,2018-03-22 18:30:09+00:00,@FinancialTimes
424,0.0,25,0.0,1.0,0.0,2018-03-22 18:16:03+00:00,@FinancialTimes
425,-0.25,26,0.225,0.642,0.133,2018-03-22 18:00:26+00:00,@FinancialTimes
426,-0.296,27,0.109,0.891,0.0,2018-03-22 17:50:11+00:00,@FinancialTimes
427,0.0,28,0.0,1.0,0.0,2018-03-22 17:40:07+00:00,@FinancialTimes
428,0.4215,29,0.0,0.882,0.118,2018-03-22 17:30:30+00:00,@FinancialTimes
429,0.0,30,0.0,1.0,0.0,2018-03-22 17:20:11+00:00,@FinancialTimes
430,0.0,31,0.0,1.0,0.0,2018-03-22 17:15:09+00:00,@FinancialTimes
431,0.3182,32,0.0,0.897,0.103,2018-03-22 17:00:24+00:00,@FinancialTimes
432,0.6369,33,0.0,0.724,0.276,2018-03-22 16:50:33+00:00,@FinancialTimes
433,-0.8316,34,0.366,0.634,0.0,2018-03-22 16:40:14+00:00,@FinancialTimes
434,-0.7506,35,0.348,0.652,0.0,2018-03-22 16:29:02+00:00,@FinancialTimes
435,0.1531,36,0.0,0.862,0.138,2018-03-22 16:24:19+00:00,@FinancialTimes
436,-0.34,37,0.211,0.789,0.0,2018-03-22 16:20:11+00:00,@FinancialTimes
437,-0.296,38,0.115,0.885,0.0,2018-03-22 16:17:42+00:00,@FinancialTimes
438,0.0,39,0.0,1.0,0.0,2018-03-22 16:10:11+00:00,@FinancialTimes
439,0.128,40,0.197,0.573,0.229,2018-03-22 16:07:37+00:00,@FinancialTimes
440,0.0,41,0.0,1.0,0.0,2018-03-22 16:00:17+00:00,@FinancialTimes
441,0.0,42,0.0,1.0,0.0,2018-03-22 15:45:09+00:00,@FinancialTimes
442,-0.6597,43,0.355,0.645,0.0,2018-03-22 15:16:58+00:00,@FinancialTimes
443,0.4939,44,0.0,0.856,0.144,2018-03-22 15:15:09+00:00,@FinancialTimes
444,0.128,45,0.14,0.698,0.163,2018-03-22 15:00:26+00:00,@FinancialTimes
445,0.4404,46,0.0,0.838,0.162,2018-03-22 14:50:08+00:00,@FinancialTimes
446,0.4215,47,0.0,0.781,0.219,2018-03-22 14:50:06+00:00,@FinancialTimes
447,0.0,48,0.0,1.0,0.0,2018-03-22 14:30:12+00:00,@FinancialTimes
448,-0.5994,49,0.145,0.855,0.0,2018-03-22 14:20:06+00:00,@FinancialTimes
449,-0.2732,50,0.136,0.791,0.073,2018-03-22 14:10:07+00:00,@FinancialTimes
450,0.6808,51,0.0,0.699,0.301,2018-03-22 14:00:12+00:00,@FinancialTimes
451,0.0,52,0.0,1.0,0.0,2018-03-22 13:50:09+00:00,@FinancialTimes
452,-0.5574,53,0.213,0.787,0.0,2018-03-22 13:45:06+00:00,@FinancialTimes
453,0.0,54,0.0,1.0,0.0,2018-03-22 13:30:06+00:00,@FinancialTimes
454,0.5859,55,0.0,0.798,0.202,2018-03-22 13:15:10+00:00,@FinancialTimes
455,0.0,56,0.0,1.0,0.0,2018-03-22 13:00:05+00:00,@FinancialTimes
456,-0.763,57,0.523,0.477,0.0,2018-03-22 12:48:31+00:00,@FinancialTimes
457,-0.4588,58,0.2,0.8,0.0,2018-03-22 12:45:06+00:00,@FinancialTimes
458,0.3612,59,0.0,0.884,0.116,2018-03-22 12:34:48+00:00,@FinancialTimes
459,0.25,60,0.0,0.917,0.083,2018-03-22 12:25:15+00:00,@FinancialTimes
460,0.0,61,0.0,1.0,0.0,2018-03-22 12:17:48+00:00,@FinancialTimes
461,-0.1531,62,0.068,0.932,0.0,2018-03-22 12:00:03+00:00,@FinancialTimes
462,-0.0516,63,0.231,0.769,0.0,2018-03-22 11:45:06+00:00,@FinancialTimes
463,0.2144,64,0.0,0.849,0.151,2018-03-22 11:30:06+00:00,@FinancialTimes
464,0.0,65,0.0,1.0,0.0,2018-03-22 11:15:05+00:00,@FinancialTimes
465,0.0,66,0.0,1.0,0.0,2018-03-22 11:00:08+00:00,@FinancialTimes
466,0.3612,67,0.0,0.828,0.172,2018-03-22 10:45:05+00:00,@FinancialTimes
467,0.6369,68,0.0,0.588,0.412,2018-03-22 10:30:09+00:00,@FinancialTimes
468,0.5423,69,0.0,0.824,0.176,2018-03-22 10:15:08+00:00,@FinancialTimes
469,-0.7096,70,0.237,0.763,0.0,2018-03-22 10:01:13+00:00,@FinancialTimes
470,0.4588,71,0.077,0.735,0.188,2018-03-22 09:44:03+00:00,@FinancialTimes
471,-0.1027,72,0.072,0.928,0.0,2018-03-22 09:31:04+00:00,@FinancialTimes
472,0.0,73,0.0,1.0,0.0,2018-03-22 09:17:17+00:00,@FinancialTimes
473,0.6369,74,0.0,0.766,0.234,2018-03-22 09:00:09+00:00,@FinancialTimes
474,0.4939,75,0.0,0.868,0.132,2018-03-22 08:30:12+00:00,@FinancialTimes
475,0.1406,76,0.0,0.921,0.079,2018-03-22 08:15:11+00:00,@FinancialTimes
476,0.4019,77,0.0,0.619,0.381,2018-03-22 08:03:29+00:00,@FinancialTimes
477,-0.296,78,0.141,0.766,0.093,2018-03-22 08:00:03+00:00,@FinancialTimes
478,-0.6369,79,0.51,0.49,0.0,2018-03-22 07:52:41+00:00,@FinancialTimes
479,0.0,80,0.0,1.0,0.0,2018-03-22 07:45:03+00:00,@FinancialTimes
480,-0.1779,81,0.134,0.866,0.0,2018-03-22 07:35:47+00:00,@FinancialTimes
481,-0.128,82,0.227,0.588,0.185,2018-03-22 07:19:44+00:00,@FinancialTimes
482,-0.0516,83,0.07,0.93,0.0,2018-03-22 07:15:04+00:00,@FinancialTimes
483,0.0,84,0.0,1.0,0.0,2018-03-22 07:00:04+00:00,@FinancialTimes
484,0.0,85,0.0,1.0,0.0,2018-03-22 06:51:14+00:00,@FinancialTimes
485,0.5994,86,0.0,0.62,0.38,2018-03-22 05:56:29+00:00,@FinancialTimes
486,0.0,87,0.0,1.0,0.0,2018-03-22 05:49:08+00:00,@FinancialTimes
487,-0.3182,88,0.204,0.796,0.0,2018-03-22 05:41:39+00:00,@FinancialTimes
488,0.5267,89,0.0,0.726,0.274,2018-03-22 05:28:12+00:00,@FinancialTimes
489,0.0,90,0.0,1.0,0.0,2018-03-22 05:28:12+00:00,@FinancialTimes
490,-0.3052,91,0.219,0.781,0.0,2018-03-22 05:28:12+00:00,@FinancialTimes
491,0.0,92,0.0,1.0,0.0,2018-03-22 05:28:10+00:00,@FinancialTimes
492,-0.2732,93,0.248,0.573,0.178,2018-03-22 05:28:10+00:00,@FinancialTimes
493,0.0,94,0.0,1.0,0.0,2018-03-22 02:54:08+00:00,@FinancialTimes
494,0.3818,95,0.0,0.794,0.206,2018-03-22 01:45:06+00:00,@FinancialTimes
495,-0.1779,96,0.091,0.909,0.0,2018-03-22 01:30:16+00:00,@FinancialTimes
496,-0.6808,97,0.256,0.684,0.06,2018-03-22 01:15:06+00:00,@FinancialTimes
497,0.0,98,0.0,1.0,0.0,2018-03-22 01:01:09+00:00,@FinancialTimes
498,-0.7096,99,0.258,0.742,0.0,2018-03-22 00:45:05+00:00,@FinancialTimes
499,0.0,100,0.0,1.0,0.0,2018-03-22 00:31:27+00:00,@FinancialTimes
